intca,ID,value,type
INTCA_RS05205,Ga0242637_11884,L-asparagine biosynthesis III (tRNA-dependent),pathway
INTCA_RS05205,Ga0242637_11884,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,pathway
INTCA_RS05205,Ga0242637_11884,L-glutamine degradation I,pathway
INTCA_RS05205,Ga0242637_11884,superpathway of L-asparagine biosynthesis,pathway
INTCA_RS05205,Ga0242637_11884,L-asparagine biosynthesis II,pathway
INTCA_RS05205,Ga0242637_11884,superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS05205,Ga0242637_11884,superpathway of purine nucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS05205,Ga0242637_11884,guanosine ribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS05205,Ga0242637_11884,,pathway
INTCA_RS05200,Ga0242637_11883,flavin biosynthesis I (bacteria and plants),pathway
INTCA_RS05200,Ga0242637_11883,,pathway
INTCA_RS05195,Ga0242637_11882,flavin biosynthesis I (bacteria and plants),pathway
INTCA_RS05195,Ga0242637_11882,,pathway
INTCA_RS05185,Ga0242637_11880,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS05180,Ga0242637_11879,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS05175,Ga0242637_11878,preQ<sub>0</sub> biosynthesis,pathway
INTCA_RS12850,Ga0242637_112397,L-histidine biosynthesis,pathway
INTCA_RS05075,Ga0242637_11857,L-alanine biosynthesis I,pathway
INTCA_RS05070,Ga0242637_11856,L-alanine biosynthesis I,pathway
INTCA_RS05065,Ga0242637_11855,L-alanine biosynthesis I,pathway
INTCA_RS09355,Ga0242637_111672,tRNA charging,pathway
INTCA_RS09350,Ga0242637_111671,tRNA charging,pathway
INTCA_RS05025,Ga0242637_11848,"di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis",pathway
INTCA_RS05055,Ga0242637_11854,NADH repair,pathway
INTCA_RS05055,Ga0242637_11854,acyl carrier protein activation,pathway
INTCA_RS05055,Ga0242637_11854,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,pathway
INTCA_RS05050,Ga0242637_11853,NADH repair,pathway
INTCA_RS05050,Ga0242637_11853,acyl carrier protein activation,pathway
INTCA_RS05050,Ga0242637_11853,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,pathway
INTCA_RS05045,Ga0242637_11852,NADH repair,pathway
INTCA_RS05045,Ga0242637_11852,acyl carrier protein activation,pathway
INTCA_RS05045,Ga0242637_11852,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,pathway
INTCA_RS00435,Ga0242637_113590,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS00435,Ga0242637_113590,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS00430,Ga0242637_113589,assimilatory sulfate reduction III,pathway
INTCA_RS00425,Ga0242637_113588,assimilatory sulfate reduction III,pathway
INTCA_RS04995,Ga0242637_11842,L-glutamate degradation VI (to pyruvate),pathway
INTCA_RS04995,Ga0242637_11842,L-methionine biosynthesis II (plants),pathway
INTCA_RS04995,Ga0242637_11842,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS04995,Ga0242637_11842,homocysteine and cysteine interconversion,pathway
INTCA_RS04995,Ga0242637_11842,superpathway of L-cysteine biosynthesis (mammalian),pathway
INTCA_RS04995,Ga0242637_11842,L-cysteine biosynthesis III (from L-homocysteine),pathway
INTCA_RS04995,Ga0242637_11842,L-cysteine degradation II,pathway
INTCA_RS04990,Ga0242637_11841,L-glutamate degradation VI (to pyruvate),pathway
INTCA_RS04990,Ga0242637_11841,L-methionine biosynthesis II (plants),pathway
INTCA_RS04990,Ga0242637_11841,L-cysteine biosynthesis VI (from L-methionine),pathway
INTCA_RS04990,Ga0242637_11841,homocysteine and cysteine interconversion,pathway
INTCA_RS04990,Ga0242637_11841,superpathway of L-cysteine biosynthesis (mammalian),pathway
INTCA_RS04990,Ga0242637_11841,L-cysteine biosynthesis III (from L-homocysteine),pathway
INTCA_RS04990,Ga0242637_11841,L-cysteine degradation II,pathway
INTCA_RS04960,Ga0242637_11834,glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS04960,Ga0242637_11834,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS04960,Ga0242637_11834,glycerol and glycerophosphodiester degradation,pathway
INTCA_RS04960,Ga0242637_11834,glycerol degradation I,pathway
INTCA_RS04960,Ga0242637_11834,glycerophosphodiester degradation,pathway
INTCA_RS04960,Ga0242637_11834,glycerol-3-phosphate to fumarate electron transfer,pathway
INTCA_RS04960,Ga0242637_11834,nitrate reduction IX (dissimilatory),pathway
INTCA_RS04955,Ga0242637_11833,glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer,pathway
INTCA_RS04955,Ga0242637_11833,"nitrate reduction X (dissimilatory, periplasmic)",pathway
INTCA_RS04955,Ga0242637_11833,glycerol and glycerophosphodiester degradation,pathway
INTCA_RS04955,Ga0242637_11833,glycerol degradation I,pathway
INTCA_RS04955,Ga0242637_11833,glycerophosphodiester degradation,pathway
INTCA_RS04955,Ga0242637_11833,glycerol-3-phosphate to fumarate electron transfer,pathway
INTCA_RS04955,Ga0242637_11833,nitrate reduction IX (dissimilatory),pathway
INTCA_RS03090,Ga0242637_11457,phosphopantothenate biosynthesis I,pathway
INTCA_RS03090,Ga0242637_11457,,pathway
INTCA_RS03085,Ga0242637_11456,phosphopantothenate biosynthesis I,pathway
INTCA_RS03085,Ga0242637_11456,,pathway
INTCA_RS00315,Ga0242637_113563,4-aminobenzoate biosynthesis,pathway
INTCA_RS00315,Ga0242637_113563,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS00315,Ga0242637_113563,L-tryptophan biosynthesis,pathway
INTCA_RS00315,Ga0242637_113563,,pathway
INTCA_RS00310,Ga0242637_113562,4-aminobenzoate biosynthesis,pathway
INTCA_RS00310,Ga0242637_113562,superpathway of aromatic amino acid biosynthesis,pathway
INTCA_RS00310,Ga0242637_113562,L-tryptophan biosynthesis,pathway
INTCA_RS00310,Ga0242637_113562,,pathway
INTCA_RS04705,Ga0242637_11784,glycolysis I (from glucose 6-phosphate),pathway
INTCA_RS04705,Ga0242637_11784,glycolysis III (from glucose),pathway
INTCA_RS04705,Ga0242637_11784,superpathway of glucose and xylose degradation,pathway
INTCA_RS04695,Ga0242637_11782,glycolysis I (from glucose 6-phosphate),pathway
INTCA_RS04695,Ga0242637_11782,glycolysis III (from glucose),pathway
INTCA_RS04695,Ga0242637_11782,superpathway of glucose and xylose degradation,pathway
INTCA_RS04690,Ga0242637_11781,glycolysis I (from glucose 6-phosphate),pathway
INTCA_RS04690,Ga0242637_11781,glycolysis III (from glucose),pathway
INTCA_RS04690,Ga0242637_11781,superpathway of glucose and xylose degradation,pathway
INTCA_RS04565,Ga0242637_11749,tRNA charging,pathway
INTCA_RS04560,Ga0242637_11748,tRNA charging,pathway
INTCA_RS04680,Ga0242637_11779,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS04680,Ga0242637_11779,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS04680,Ga0242637_11779,pyrimidine deoxyribonucleotides dephosphorylation,pathway
INTCA_RS04680,Ga0242637_11779,,pathway
INTCA_RS04675,Ga0242637_11778,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS04675,Ga0242637_11778,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS04675,Ga0242637_11778,pyrimidine deoxyribonucleotides dephosphorylation,pathway
INTCA_RS04675,Ga0242637_11778,,pathway
INTCA_RS04670,Ga0242637_11777,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,pathway
INTCA_RS04670,Ga0242637_11777,pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I,pathway
INTCA_RS04670,Ga0242637_11777,pyrimidine deoxyribonucleotides dephosphorylation,pathway
INTCA_RS04670,Ga0242637_11777,,pathway
INTCA_RS00065,Ga0242637_113517,tRNA processing,pathway
INTCA_RS00065,Ga0242637_113517,,pathway
INTCA_RS04645,Ga0242637_11771,PRPP biosynthesis,pathway
INTCA_RS04645,Ga0242637_11771,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,pathway
INTCA_RS04640,Ga0242637_11770,PRPP biosynthesis,pathway
INTCA_RS04640,Ga0242637_11770,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,pathway
INTCA_RS00025,Ga0242637_113509,superpathway of glucose and xylose degradation,pathway
INTCA_RS00025,Ga0242637_113509,pentose phosphate pathway,pathway
INTCA_RS00025,Ga0242637_113509,pentose phosphate pathway (oxidative branch) I,pathway
INTCA_RS00020,Ga0242637_113508,superpathway of glucose and xylose degradation,pathway
INTCA_RS00020,Ga0242637_113508,pentose phosphate pathway,pathway
INTCA_RS00020,Ga0242637_113508,pentose phosphate pathway (oxidative branch) I,pathway
INTCA_RS00015,Ga0242637_113507,superpathway of glucose and xylose degradation,pathway
INTCA_RS00015,Ga0242637_113507,pentose phosphate pathway,pathway
INTCA_RS00015,Ga0242637_113507,pentose phosphate pathway (oxidative branch) I,pathway
INTCA_RS11345,Ga0242637_112078,tRNA charging,pathway
INTCA_RS11345,Ga0242637_112078,,pathway
INTCA_RS11340,Ga0242637_112077,tRNA charging,pathway
INTCA_RS11340,Ga0242637_112077,,pathway
INTCA_RS11335,Ga0242637_112076,tRNA charging,pathway
INTCA_RS11335,Ga0242637_112076,,pathway
INTCA_RS16220,Ga0242637_113059,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS16220,Ga0242637_113059,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS16220,Ga0242637_113059,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS16220,Ga0242637_113059,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS16220,Ga0242637_113059,fatty acid elongation -- saturated,pathway
INTCA_RS16220,Ga0242637_113059,androstenedione degradation,pathway
INTCA_RS16220,Ga0242637_113059,phenylacetate degradation I (aerobic),pathway
INTCA_RS16220,Ga0242637_113059,oleate &beta;-oxidation,pathway
INTCA_RS16220,Ga0242637_113059,L-isoleucine degradation I,pathway
INTCA_RS16220,Ga0242637_113059,fatty acid &beta;-oxidation I,pathway
INTCA_RS16220,Ga0242637_113059,L-valine degradation I,pathway
INTCA_RS16220,Ga0242637_113059,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS16215,Ga0242637_113058,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS16215,Ga0242637_113058,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS16215,Ga0242637_113058,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS16215,Ga0242637_113058,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS16215,Ga0242637_113058,fatty acid elongation -- saturated,pathway
INTCA_RS16215,Ga0242637_113058,androstenedione degradation,pathway
INTCA_RS16215,Ga0242637_113058,phenylacetate degradation I (aerobic),pathway
INTCA_RS16215,Ga0242637_113058,oleate &beta;-oxidation,pathway
INTCA_RS16215,Ga0242637_113058,L-isoleucine degradation I,pathway
INTCA_RS16215,Ga0242637_113058,fatty acid &beta;-oxidation I,pathway
INTCA_RS16215,Ga0242637_113058,L-valine degradation I,pathway
INTCA_RS16215,Ga0242637_113058,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS16210,Ga0242637_113057,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS16210,Ga0242637_113057,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS16210,Ga0242637_113057,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS16210,Ga0242637_113057,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS16210,Ga0242637_113057,fatty acid elongation -- saturated,pathway
INTCA_RS16210,Ga0242637_113057,androstenedione degradation,pathway
INTCA_RS16210,Ga0242637_113057,phenylacetate degradation I (aerobic),pathway
INTCA_RS16210,Ga0242637_113057,oleate &beta;-oxidation,pathway
INTCA_RS16210,Ga0242637_113057,L-isoleucine degradation I,pathway
INTCA_RS16210,Ga0242637_113057,fatty acid &beta;-oxidation I,pathway
INTCA_RS16210,Ga0242637_113057,L-valine degradation I,pathway
INTCA_RS16210,Ga0242637_113057,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS16205,Ga0242637_113056,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS16205,Ga0242637_113056,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS16205,Ga0242637_113056,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS16205,Ga0242637_113056,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS16205,Ga0242637_113056,fatty acid elongation -- saturated,pathway
INTCA_RS16205,Ga0242637_113056,androstenedione degradation,pathway
INTCA_RS16205,Ga0242637_113056,phenylacetate degradation I (aerobic),pathway
INTCA_RS16205,Ga0242637_113056,oleate &beta;-oxidation,pathway
INTCA_RS16205,Ga0242637_113056,L-isoleucine degradation I,pathway
INTCA_RS16205,Ga0242637_113056,fatty acid &beta;-oxidation I,pathway
INTCA_RS16205,Ga0242637_113056,L-valine degradation I,pathway
INTCA_RS16205,Ga0242637_113056,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS16200,Ga0242637_113055,<i>cis</i>-vaccenate biosynthesis,pathway
INTCA_RS16200,Ga0242637_113055,stearate biosynthesis II (bacteria and plants),pathway
INTCA_RS16200,Ga0242637_113055,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),pathway
INTCA_RS16200,Ga0242637_113055,palmitate biosynthesis II (bacteria and plants),pathway
INTCA_RS16200,Ga0242637_113055,fatty acid elongation -- saturated,pathway
INTCA_RS16200,Ga0242637_113055,androstenedione degradation,pathway
INTCA_RS16200,Ga0242637_113055,phenylacetate degradation I (aerobic),pathway
INTCA_RS16200,Ga0242637_113055,oleate &beta;-oxidation,pathway
INTCA_RS16200,Ga0242637_113055,L-isoleucine degradation I,pathway
INTCA_RS16200,Ga0242637_113055,fatty acid &beta;-oxidation I,pathway
INTCA_RS16200,Ga0242637_113055,L-valine degradation I,pathway
INTCA_RS16200,Ga0242637_113055,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04490,Ga0242637_11732,molybdenum cofactor biosynthesis,pathway
INTCA_RS04485,Ga0242637_11731,molybdenum cofactor biosynthesis,pathway
INTCA_RS04480,Ga0242637_11730,UDP-&alpha;-D-glucose biosynthesis I,pathway
INTCA_RS04455,Ga0242637_11725,<i>S</i>-methyl-5'-thioadenosine degradation II,pathway
INTCA_RS04455,Ga0242637_11725,,pathway
INTCA_RS18565,Ga0242637_11724,<i>S</i>-methyl-5'-thioadenosine degradation II,pathway
INTCA_RS18565,Ga0242637_11724,,pathway
INTCA_RS04135,Ga0242637_11669,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04135,Ga0242637_11669,mixed acid fermentation,pathway
INTCA_RS04280,Ga0242637_11699,3-oxoadipate degradation,pathway
INTCA_RS04280,Ga0242637_11699,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04280,Ga0242637_11699,,pathway
INTCA_RS04280,Ga0242637_11699,parathion degradation,pathway
INTCA_RS04280,Ga0242637_11699,paraoxon degradation,pathway
INTCA_RS04275,Ga0242637_11698,3-oxoadipate degradation,pathway
INTCA_RS04275,Ga0242637_11698,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04275,Ga0242637_11698,,pathway
INTCA_RS04275,Ga0242637_11698,parathion degradation,pathway
INTCA_RS04275,Ga0242637_11698,paraoxon degradation,pathway
INTCA_RS04270,Ga0242637_11697,3-oxoadipate degradation,pathway
INTCA_RS04270,Ga0242637_11697,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04270,Ga0242637_11697,,pathway
INTCA_RS04270,Ga0242637_11697,parathion degradation,pathway
INTCA_RS04270,Ga0242637_11697,paraoxon degradation,pathway
INTCA_RS04265,Ga0242637_11696,3-oxoadipate degradation,pathway
INTCA_RS04265,Ga0242637_11696,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04265,Ga0242637_11696,,pathway
INTCA_RS04265,Ga0242637_11696,parathion degradation,pathway
INTCA_RS04265,Ga0242637_11696,paraoxon degradation,pathway
INTCA_RS04260,Ga0242637_11695,3-oxoadipate degradation,pathway
INTCA_RS04260,Ga0242637_11695,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04260,Ga0242637_11695,,pathway
INTCA_RS04260,Ga0242637_11695,parathion degradation,pathway
INTCA_RS04260,Ga0242637_11695,paraoxon degradation,pathway
INTCA_RS04255,Ga0242637_11694,3-oxoadipate degradation,pathway
INTCA_RS04255,Ga0242637_11694,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04255,Ga0242637_11694,,pathway
INTCA_RS04255,Ga0242637_11694,parathion degradation,pathway
INTCA_RS04255,Ga0242637_11694,paraoxon degradation,pathway
INTCA_RS04250,Ga0242637_11693,3-oxoadipate degradation,pathway
INTCA_RS04250,Ga0242637_11693,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04250,Ga0242637_11693,,pathway
INTCA_RS04250,Ga0242637_11693,parathion degradation,pathway
INTCA_RS04250,Ga0242637_11693,paraoxon degradation,pathway
INTCA_RS04245,Ga0242637_11692,3-oxoadipate degradation,pathway
INTCA_RS04245,Ga0242637_11692,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04245,Ga0242637_11692,,pathway
INTCA_RS04245,Ga0242637_11692,parathion degradation,pathway
INTCA_RS04245,Ga0242637_11692,paraoxon degradation,pathway
INTCA_RS04240,Ga0242637_11691,3-oxoadipate degradation,pathway
INTCA_RS04240,Ga0242637_11691,L-lysine fermentation to acetate and butanoate,pathway
INTCA_RS04240,Ga0242637_11691,,pathway
INTCA_RS04240,Ga0242637_11691,parathion degradation,pathway
INTCA_RS04240,Ga0242637_11691,paraoxon degradation,pathway
INTCA_RS04165,Ga0242637_11675,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04160,Ga0242637_11674,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04155,Ga0242637_11673,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04150,Ga0242637_11672,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04145,Ga0242637_11671,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),pathway
INTCA_RS04020,Ga0242637_11645,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS04020,Ga0242637_11645,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04015,Ga0242637_11644,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS04015,Ga0242637_11644,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04040,Ga0242637_11649,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS04040,Ga0242637_11649,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS04040,Ga0242637_11649,adenosylcobalamin salvage from cobalamin,pathway
INTCA_RS04040,Ga0242637_11649,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS04040,Ga0242637_11649,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS04035,Ga0242637_11648,"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide",pathway
INTCA_RS04035,Ga0242637_11648,adenosylcobinamide-GDP salvage from cobinamide I,pathway
INTCA_RS04035,Ga0242637_11648,adenosylcobalamin salvage from cobalamin,pathway
INTCA_RS04035,Ga0242637_11648,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",pathway
INTCA_RS04035,Ga0242637_11648,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)",pathway
INTCA_RS09945,Ga0242637_111792,<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis,pathway
