query,superpathway,pathway,subpathway,function,id,description,V2,V3
Ga0242637_111305,Miscellaneous,Plant-Prokaryote DOE project,At1g69340 At2g40600,"COG2110, Macro domain, possibly ADP-ribose binding module",SS00917,"COG2110, Macro domain, possibly ADP-ribose binding module",44.7,9.20E-92
Ga0242637_111308,Cell Wall and Capsule,unclassified,tRNA-dependent amino acid transfers,tRNA-dependent lipid II--amino acid ligase,SS14112,tRNA-dependent lipid II--amino acid ligase,58.125,2.29E-78
Ga0242637_111312,Experimental Subsystems,Nitrogen fixation and assimilation,NtcA regulon,DNA polymerase I (EC 2.7.7.7),SS17081,DNA polymerase I (EC 2.7.7.7),63.2,9.70E-133
Ga0242637_111313,Experimental Subsystems,Proposed Subsystem,Fungal cytostatics,transferase,SS22047,transferase,56.1,2.60E-113
Ga0242637_111314,Metabolism of Aromatic Compounds,Metabolism of central aromatic intermediates,Central meta-cleavage pathway of aromatic compound degradation,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)",SS15915,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)",77.6,8.50E-51
Ga0242637_111318,unclassified,unclassified,PROSC YggS,Homoserine O-acetyltransferase (EC 2.3.1.31),SS18140,Homoserine O-acetyltransferase (EC 2.3.1.31),74.575,3.76E-128
Ga0242637_111320,RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",RNA polymerase sigma factor RpoD,SS20334,RNA polymerase sigma factor RpoD,93.8,1.14E-165
Ga0242637_111322,Clustering-based subsystems,2 proteases and a MoxR,CBSS-1140.3.peg.2017,"FIG001454: Transglutaminase-like enzymes, putative cysteine proteases",SS17393,"FIG001454: Transglutaminase-like enzymes, putative cysteine proteases",100,0
Ga0242637_111323,Clustering-based subsystems,2 proteases and a MoxR,CBSS-1140.3.peg.2017,FIG002343: hypothetical protein,SS17414,FIG002343: hypothetical protein,53.36,6.60E-70
Ga0242637_111324,Clustering-based subsystems,2 proteases and a MoxR,CBSS-1140.3.peg.2017,FIG022979: MoxR-like ATPases,SS17543,FIG022979: MoxR-like ATPases,78.875,7.25E-114
Ga0242637_111325,unclassified,unclassified,Yggs,Cell division protein MraZ,SS16796,Cell division protein MraZ,75.48,2.01E-53
Ga0242637_111326,unclassified,unclassified,rRNA modification bacteria,rRNA small subunit methyltransferase H,SS21945,rRNA small subunit methyltransferase H,72.24,2.20E-104
Ga0242637_111328,unclassified,unclassified,Yggs,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),SS16789,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),55.84,4.40E-116
Ga0242637_111329,unclassified,unclassified,YggSProC,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",SS21358,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",64.6,4.00E-120
Ga0242637_111329,Cell Wall and Capsule,unclassified,Peptidoglycan biosynthesis--gjo,"UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase",SS09095,"UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase",48.8,1.80E-118
Ga0242637_111330,Cell Wall and Capsule,unclassified,Peptidoglycan biosynthesis--gjo,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)",SS21361,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)",66.875,1.45E-115
Ga0242637_111331,unclassified,unclassified,YggSProC,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),SS09076,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),80.475,1.63E-135
Ga0242637_111332,Cell Wall and Capsule,unclassified,Peptidoglycan biosynthesis--gjo,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),SS21357,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),74.5,3.50E-157
Ga0242637_111333,Clustering-based subsystems,Cell Division,cell division cluster containing FtsQ,Cell division protein FtsW,SS16793,Cell division protein FtsW,59.82,4.26E-86
Ga0242637_111334,Clustering-based subsystems,Cell Division,cell division core of larger cluster,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),SS21354,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),70.54444444,0.00065612
Ga0242637_111335,Clustering-based subsystems,Cell Division,cell division core of larger cluster,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),SS21354,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),73.02,2.20E-29
Ga0242637_111336,Clustering-based subsystems,Cell Division,cell division cluster containing FtsQ,UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8),SS21355,UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8),64.66,2.65E-123
Ga0242637_111337,Clustering-based subsystems,Cell Division,cell division core of larger cluster,Cell division protein FtsQ,SS16792,Cell division protein FtsQ,34.025,9.76E-13
Ga0242637_111338,Clustering-based subsystems,Cell Division,cell division core of larger cluster,Cell division protein FtsZ (EC 3.4.24.-),SS16795,Cell division protein FtsZ (EC 3.4.24.-),91.15,5.29E-160
Ga0242637_111339,RNA Metabolism,RNA processing and modification,tRNA modification Bacteria,COG1496: Uncharacterized conserved protein,SS16678,COG1496: Uncharacterized conserved protein,71.6,1.00E-54
Ga0242637_111340,unclassified,unclassified,Yggs,"Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC",SS18246,"Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC",67.08,8.60E-60
Ga0242637_111341,Clustering-based subsystems,Cell Division,Cell division cluster containing FtsZ and FtsW,FIG021292: hypothetical protein,SS17536,FIG021292: hypothetical protein,66.91666667,7.74E-41
Ga0242637_111342,Clustering-based subsystems,Cell Division,Cell division cluster containing FtsZ and FtsW,FIG021764: Possible membrane protein,SS17538,FIG021764: Possible membrane protein,63.61666667,7.89E-17
Ga0242637_111343,Clustering-based subsystems,Cell Division,Cell division cluster containing FtsZ and FtsW,"FIG055075: Possibly a cell division protein, antigen 84 in Mycobacteria",SS17601,"FIG055075: Possibly a cell division protein, antigen 84 in Mycobacteria",62.4625,0.001500007
Ga0242637_111345,unclassified,unclassified,YggSProC,Lipoprotein signal peptidase (EC 3.4.23.36),SS18603,Lipoprotein signal peptidase (EC 3.4.23.36),63.625,4.94E-33
Ga0242637_111346,unclassified,unclassified,rRNA modification bacteria,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),SS20449,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),79.24,8.03E-126
Ga0242637_111347,"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage replication,DNA polymerase III alpha subunit (EC 2.7.7.7),SS17084,DNA polymerase III alpha subunit (EC 2.7.7.7),74.525,0
Ga0242637_111349,unclassified,unclassified,tRNA modification Escherichia coli,Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70),SS20446,Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70),67.325,1.27E-85
Ga0242637_111351,Carbohydrates,unclassified,Sugar utilization in Thermotogales,Gluconokinase (EC 2.7.1.12),SS17903,Gluconokinase (EC 2.7.1.12),64.2,7.58E-36
Ga0242637_111352,Experimental Subsystems,unclassified,Sugar catabolome in Shewanella species,Low-affinity gluconate/H+ symporter GntU,SS04392,Low-affinity gluconate/H+ symporter GntU,77.18,2.44E-22
Ga0242637_111353,Iron acquisition and metabolism,unclassified,Iron acquisition in Vibrio,Protease II (EC 3.4.21.83),SS20001,Protease II (EC 3.4.21.83),61.78333333,5.40E-202
Ga0242637_111354,Experimental Subsystems,unclassified,tsubsys2,Histidinol dehydrogenase (EC 1.1.1.23),SS06478,Histidinol dehydrogenase (EC 1.1.1.23),77.22857143,2.70E-165
Ga0242637_111355,Experimental Subsystems,unclassified,tsubsys2,Histidinol-phosphate aminotransferase (EC 2.6.1.9),SS06481,Histidinol-phosphate aminotransferase (EC 2.6.1.9),71.48333333,4.84E-114
Ga0242637_111356,Experimental Subsystems,unclassified,tsubsys2,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),SS06482,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19),78.9625,7.73E-80
Ga0242637_111357,Experimental Subsystems,unclassified,tsubsys2,Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-),SS06483,Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-),80.03333333,4.67E-72
Ga0242637_111358,unclassified,unclassified,Tryptophan synthesis Chlora tempo,Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24),SS14467,Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24),81.45,3.55E-103
Ga0242637_111358,Experimental Subsystems,unclassified,tsubsys2,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),SS19713,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),81.45,3.55E-103
Ga0242637_111361,Protein Metabolism,Protein biosynthesis,Translation elongation factors bacterial,Translation elongation factor G-related protein,SS21164,Translation elongation factor G-related protein,67.025,2.28E-197
Ga0242637_111363,Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial,Translation initiation factor 3,SS13798,Translation initiation factor 3,80.6,1.41E-64
Ga0242637_111364,unclassified,unclassified,Ribospme LSU Symbiont,LSU ribosomal protein L35p,SS11280,LSU ribosomal protein L35p,77.26666667,4.24E-17
Ga0242637_111365,unclassified,unclassified,Ribospme LSU Symbiont,LSU ribosomal protein L20p,SS11265,LSU ribosomal protein L20p,85.32,3.51E-46
Ga0242637_111367,Experimental Subsystems,unclassified,Potassium homeostasis Pavel,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),SS09988,Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-),50,5.10E-82
Ga0242637_111368,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Phe",Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),SS14075,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),73.21428571,4.02E-137
Ga0242637_111369,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Phe",Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),SS14078,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),58.40588235,0.000588286
Ga0242637_111370,unclassified,unclassified,Methanofuran,N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38),SS00783,N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38),72.58181818,3.88E-129
Ga0242637_111371,unclassified,unclassified,Methanofuran,Glutamate N-acetyltransferase (EC 2.3.1.35),SS00782,Glutamate N-acetyltransferase (EC 2.3.1.35),75.94,2.01E-137
Ga0242637_111371,Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine Biosynthesis extended,N-acetylglutamate synthase (EC 2.3.1.1),SS00784,N-acetylglutamate synthase (EC 2.3.1.1),75.94,2.01E-137
Ga0242637_111372,Experimental Subsystems,unclassified,slr0575,Acetylglutamate kinase (EC 2.7.2.8),SS00773,Acetylglutamate kinase (EC 2.7.2.8),77.91428571,1.16E-112
Ga0242637_111373,unclassified,unclassified,PROSC YggS,Acetylornithine aminotransferase (EC 2.6.1.11),SS16253,Acetylornithine aminotransferase (EC 2.6.1.11),65.65714286,1.28E-118
Ga0242637_111374,Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine and Ornithine Degradation,"Arginine pathway regulatory protein ArgR, repressor of arg regulon",SS16462,"Arginine pathway regulatory protein ArgR, repressor of arg regulon",62,3.52E-33
Ga0242637_111375,Amino Acids and Derivatives,"Arginine; urea cycle, polyamines",Arginine Biosynthesis extended,Argininosuccinate lyase (EC 4.3.2.1),SS00780,Argininosuccinate lyase (EC 4.3.2.1),80.17142857,3.67E-197
Ga0242637_111376,DNA Metabolism,DNA repair,DNA Repair Base Excision,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),SS04603,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),64.12,1.77E-53
Ga0242637_111377,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Tyr",Tyrosyl-tRNA synthetase (EC 6.1.1.1),SS14101,Tyrosyl-tRNA synthetase (EC 6.1.1.1),79.925,2.23E-168
Ga0242637_111382,unclassified,unclassified,CBSS-227321.4.peg.3751,Mobile element protein,SS18898,Mobile element protein,62.1,7.70E-180
Ga0242637_111384,Experimental Subsystems,unclassified,rRNA methylation in clusters,4-nitrophenylphosphatase (EC 3.1.3.41),SS16079,4-nitrophenylphosphatase (EC 3.1.3.41),57.85,1.23E-53
Ga0242637_111386,RNA Metabolism,RNA processing and modification,tRNA modification Bacteria,RNA binding methyltransferase FtsJ like,SS20326,RNA binding methyltransferase FtsJ like,61.41666667,5.01E-55
Ga0242637_111387,Experimental Subsystems,unclassified,rRNA methylation in clusters,NAD kinase (EC 2.7.1.23),SS19011,NAD kinase (EC 2.7.1.23),74.2,1.07E-96
Ga0242637_111388,Experimental Subsystems,unclassified,rRNA methylation in clusters,DNA repair protein RecN,SS17094,DNA repair protein RecN,76.45,8.50E-141
Ga0242637_111389,Clustering-based subsystems,unclassified,CBSS-446462.5.peg.2987,FIG005773: conserved membrane protein ML1361,SS17457,FIG005773: conserved membrane protein ML1361,67.8,2.76E-137
Ga0242637_111390,Clustering-based subsystems,unclassified,CBSS-446462.5.peg.2987,FIG007481: hypothetical protein,SS17469,FIG007481: hypothetical protein,35.5,2.42E-27
Ga0242637_111392,Miscellaneous,unclassified,ZZ gjo need homes,Proposed peptidoglycan lipid II flippase MurJ,SS15524,Proposed peptidoglycan lipid II flippase MurJ,51.7,2.55E-62
Ga0242637_111393,Clustering-based subsystems,Biosynthesis of galactoglycans and related lipopolysacharides,CBSS-376686.6.peg.291,Glycosyltransferase (EC 2.4.1.-),SS02623,Glycosyltransferase (EC 2.4.1.-),39.76666667,1.70E-35
Ga0242637_111394,Experimental Subsystems,unclassified,rRNA methylation in clusters,CTP synthase (EC 6.3.4.2),SS16708,CTP synthase (EC 6.3.4.2),87.525,3.50E-246
Ga0242637_111395,Nucleosides and Nucleotides,Detoxification,Nudix proteins (nucleoside triphosphate hydrolases),ADP-ribose pyrophosphatase (EC 3.6.1.13),SS16166,ADP-ribose pyrophosphatase (EC 3.6.1.13),58.5,2.57E-48
Ga0242637_111398,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Asp and Asn",Aspartyl-tRNA synthetase (EC 6.1.1.12),SS16493,Aspartyl-tRNA synthetase (EC 6.1.1.12),85.075,1.10E-277
Ga0242637_111398,Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Asp and Asn",Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23),SS14014,Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23),85.075,1.10E-277
Ga0242637_111402,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),SS00112,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),52.2,1.10E-80
Ga0242637_111404,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),SS00111,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),71.45,9.50E-65
Ga0242637_111404,unclassified,unclassified,CBSS-227321.4.peg.3751,ABC transporter permease protein,SS16136,ABC transporter permease protein,45.45,6.00E-64
Ga0242637_111405,unclassified,unclassified,YjeF AMarbaix bis,ABC transporter ATP-binding protein,SS16131,ABC transporter ATP-binding protein,64.6,1.50E-109
Ga0242637_111405,Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),SS00122,Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),63.35,6.00E-102
Ga0242637_111406,Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),SS00123,Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),70.48333333,3.77E-116
Ga0242637_111407,Experimental Subsystems,unclassified,uridine kinase cluster 1,Alanyl-tRNA synthetase (EC 6.1.1.7),SS16332,Alanyl-tRNA synthetase (EC 6.1.1.7),67.9125,5.68E-301
Ga0242637_111408,Experimental Subsystems,unclassified,uridine kinase cluster 1,Putative Holliday junction resolvase (EC 3.1.-.-),SS20094,Putative Holliday junction resolvase (EC 3.1.-.-),67.075,1.46E-35
Ga0242637_111409,Experimental Subsystems,unclassified,uridine kinase cluster 1,FIG004453: protein YceG like,SS17441,FIG004453: protein YceG like,57.51666667,7.66E-77
Ga0242637_111410,unclassified,unclassified,MethanopterinAromatic,Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),SS20588,Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25),66.1,3.17E-49
Ga0242637_111411,Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Type IV pilus,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43),SS15756,Leader peptidase (Prepilin peptidase) (EC 3.4.23.43),43.225,6.00E-22
Ga0242637_111411,Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Type IV pilus,N-methyltransferase (EC 2.1.1.-),SS15758,N-methyltransferase (EC 2.1.1.-),43.225,6.00E-22
Ga0242637_111412,Experimental Subsystems,RNA processing and modification,tRNA cmo5U synthesis,Chorismate synthase (EC 4.2.3.5),SS16839,Chorismate synthase (EC 4.2.3.5),78.2,6.40E-149
Ga0242637_111413,Clustering-based subsystems,unclassified,Shikimate kinase containing cluster,Shikimate kinase I (EC 2.7.1.71),SS20591,Shikimate kinase I (EC 2.7.1.71),72.575,9.27E-44
Ga0242637_111414,Membrane Transport,"Protein and nucleoprotein secretion system, Type IV",Type IV pilus,3-dehydroquinate synthase (EC 4.2.3.4),SS15995,3-dehydroquinate synthase (EC 4.2.3.4),69.54285714,5.54E-117
Ga0242637_111415,Metabolism of Aromatic Compounds,Peripheral pathways for catabolism of aromatic compounds,Quinate degradation,3-dehydroquinate dehydratase II (EC 4.2.1.10),SS15994,3-dehydroquinate dehydratase II (EC 4.2.1.10),69.8,4.21E-43
Ga0242637_111417,Protein Metabolism,Protein biosynthesis,Translation elongation factors eukaryotic and archaeal,Translation elongation factor P,SS21166,Translation elongation factor P,86.72,1.53E-83
Ga0242637_111418,RNA Metabolism,Transcription,Transcription factors bacterial,Transcription termination protein NusB,SS13707,Transcription termination protein NusB,68.7,1.92E-37
Ga0242637_111420,Nucleosides and Nucleotides,Pyrimidines,De Novo Pyrimidine Synthesis,Pyrimidine operon regulatory protein PyrR,SS04266,Pyrimidine operon regulatory protein PyrR,77.9,1.55E-63
